ID	OPC	CUSPS
1055	64.625	3
1056	63.375	4
1057	22.25	1
1058	70.875	4
1059	37.0	4
1060	31.25	4
1061	45.375	3
1062	40.25	3
1063	157.5	3
1064	92.125	5
1065	42.625	4
1066	61.75	4
1068	42.5	3
1069	56.625	3
1070	61.0	3
1071	49.0	1
1072	50.125	5
1073	115.25	1
1074	50.5	1
1075	33.25	4
1076	33.0	3
1077	17.25	1
1078	30.75	3
1079	61.375	3
1080	23.25	3
1081	18.75	1
1082	65.75	4
1083	40.25	3
1084	102.0	3
1086	34.5	2
1087	194.5	2
1088	24.375	1
1090	39.125	2
1091	91.25	5
1092	78.625	3
1093	33.25	3
1094	89.75	7
1095	58.375	4
1096	57.0	3
1097	36.0	4
1098	241.25	1
1099	43.625	3
1100	176.0	1
1101	127.0	3
1102	30.0	3
1103	72.625	6
1104	55.0	4
1105	29.0	2
1106	36.25	1
1107	79.75	4
1109	60.875	4
1110	27.875	2
1111	138.0	3
1112	135.25	1
1113	90.25	3
1114	22.0	1
1115	30.875	3
1116	49.125	3
1117	67.875	1
1118	33.875	3
1119	69.0	4
1120	30.75	2
1121	16.0	1
1122	49.25	4
1123	54.25	1
1124	38.75	2
1125	85.125	2
1126	43.375	3
1127	103.0	5
1128	43.875	3
1129	53.125	5
1130	20.0	1
1131	29.25	2
1132	122.125	4
1133	47.125	5
1134	18.5	2
1135	47.5	3
1136	74.75	5
1138	130.625	1
1139	90.625	5
1140	41.5	3
1141	33.375	3
1143	21.375	1
1144	41.875	3
1145	31.875	2
1146	42.25	2
1147	47.125	3
1148	84.375	5
1149	24.75	1
1151	66.75	3
1152	30.875	2
1153	22.5	2
1154	33.375	3
1156	117.75	2
1157	44.0	1
1159	61.75	4
1160	34.875	3
1161	130.25	5
1162	33.25	3
1163	57.375	4
1164	52.5	3
1165	21.75	2
1166	30.0	3
1167	102.25	4
1168	51.625	4
1169	102.375	1
1170	68.0	4
1171	70.5	5
1172	58.25	4
1173	21.75	1
1174	18.25	1
1176	166.0	5
1177	27.25	1
1178	31.0	3
1179	19.25	1
1180	33.625	2
1181	47.0	1
1182	73.625	4
1183	63.125	3
1184	36.0	3
1185	65.375	4
1186	117.625	2
1187	28.5	1
1188	133.875	5
1189	91.75	4
1191	74.5	4
1192	24.125	1
1193	313.125	5
1195	57.75	4
1196	34.75	3
1197	102.5	1
1198	43.5	2
1199	22.5	3
1200	61.875	3
1201	29.0	2
1202	54.75	1
1203	118.0	6
1204	39.875	3
1205	58.875	4
1206	51.125	4
1207	45.875	1
1208	27.25	1
1209	21.5	3
1210	37.625	3
1211	66.625	4
1212	139.0	5
1213	38.25	2
1214	58.0	1
1215	51.5	5
1216	32.75	2
1217	54.0	5
1218	21.75	1
1219	29.0	1
1220	45.75	3
1221	29.25	2
1222	164.875	2
1223	91.625	3
1224	104.5	3
1225	110.5	5
1226	25.0	1
1227	100.625	4
1228	24.125	2
1229	103.5	5
1230	117.5	3
1231	38.875	5
1232	135.875	2
1233	46.25	4
1234	40.125	3
1236	49.625	3
1237	58.875	3
1238	44.5	3
1239	66.875	4
1240	31.5	3
1242	45.875	3
1243	51.875	5
1245	46.625	5
1246	41.75	3
1247	23.75	1
1248	30.75	3
1249	55.375	3
1250	37.25	2
1251	75.5	5
1255	37.5	3
1256	36.0	3
1257	45.625	3
1258	57.75	3
1259	43.0	3
1260	256.375	1
1261	20.625	1
1262	23.5	1
1263	92.625	1
1264	86.0	6
1265	28.125	2
1266	50.75	3
1267	53.75	3
1268	146.625	1
1269	61.125	5
1270	37.375	3
1271	84.25	3
1272	34.0	3
1273	216.75	1
1274	96.0	2
1275	38.25	3
1276	24.25	2
1277	32.125	3
1278	152.0	1
1279	60.375	3
1280	15.25	2
1281	25.75	2
1282	213.375	1
1283	22.125	1
1284	20.25	1
1285	33.25	3
1286	57.125	4
1287	18.25	1
1288	24.5	1
1289	24.75	1
1290	103.75	3
1291	154.75	4
1292	45.0	3
1294	34.25	3
1295	56.125	3
1296	39.375	3
1297	60.25	4
1298	34.375	3
1299	188.75	4
1300	39.0	3
1301	67.25	3
1302	21.5	3
1303	27.875	1
1304	39.0	3
1305	19.5	1
1306	73.25	2
1307	42.625	3
1308	171.875	2
1309	43.5	3
1310	101.5	1
1311	30.0	2
1312	50.25	1
1313	43.5	3
1314	39.0	3
1315	27.25	4
1316	87.25	2
1317	88.25	3
1318	28.75	2
1319	26.0	2
1320	19.25	2
1321	25.5	3
1322	37.625	3
1323	59.25	3
1324	77.0	4
1325	19.75	1
1326	35.25	3
1327	58.0	4
1328	43.375	3
1329	34.5	1
1330	24.0	3
1331	37.5	3
1333	47.875	2
1335	54.0	4
1336	64.875	3
1337	42.5	3
1338	209.75	3
1339	54.25	5
1340	97.375	4
1341	77.5	2
1342	94.25	3
1343	74.75	1
1344	45.75	2
1345	31.875	4
1346	64.625	3
1347	74.125	4
1348	29.75	3
1349	31.5	1
1350	183.75	2
1351	36.75	3
1353	186.625	5
1354	20.0	1
1355	85.625	5
1356	37.75	3
1358	54.75	3
1359	283.0	1
1360	63.125	5
1361	69.5	3
1362	65.0	1
1364	19.5	1
1365	82.875	2
1366	50.875	4
1367	47.5	3
1368	61.25	5
1369	33.875	3
1370	25.5	4
1371	56.25	5
1372	27.5	1
1373	44.125	3
1374	69.25	4
1375	18.0	1
1376	57.75	4
1377	68.75	4
1378	34.75	3
1379	32.0	1
1381	39.625	4
1382	59.125	4
1383	127.5	3
1384	68.0	2
1385	59.875	4
1386	171.75	4
1387	46.0	4
1388	125.875	2
1389	46.875	3
1390	151.125	1
1391	17.5	1
1392	40.5	1
1393	47.875	3
1394	56.5	3
1395	18.75	1
1396	157.75	1
1397	19.0	3
1398	21.25	3
1399	67.5	4
1400	81.5	4
1401	238.0	2
1402	43.625	4
1403	22.0	1
1404	260.25	4
1405	76.0	6
1406	47.875	5
1407	18.5	1
1408	21.625	1
1409	29.0	2
1410	68.25	4
1411	133.875	3
1412	66.25	5
1413	207.0	1
1414	67.375	6
1415	25.125	1
1416	23.25	1
1417	48.25	4
1418	29.75	3
1419	116.625	3
1420	24.5	1
1421	30.875	3
1422	64.375	4
1423	29.125	3
1424	30.0	3
1425	88.5	4
1426	39.75	3
1427	24.0	2
1428	134.875	5
1429	98.5	6
1430	40.25	2
1431	44.75	3
1432	22.5	1
1433	200.75	2
1434	114.375	5
1435	28.0	3
1436	75.5	5
1437	48.0	4
1438	52.5	5
1439	58.5	5
1440	59.75	4
1441	37.25	3
1442	40.125	3
1443	41.5	3
1444	44.75	1
1445	43.25	2
1446	43.375	1
1447	21.5	1
1448	60.75	4
1449	31.5	3
1450	18.0	1
1451	21.625	3
1452	147.125	1
1453	27.625	3
1454	76.25	3
1455	49.625	3
1456	29.25	2
1457	28.0	1
1458	61.75	4
1459	28.875	2
1460	78.75	4
1461	109.5	5
1462	114.0	5
1463	28.0	3
1464	25.375	1
1465	37.0	3
1466	62.75	2
1467	36.5	1
1468	41.0	3
1469	15.75	1
1470	17.5	1
1471	44.0	3
1472	55.625	1
1473	27.125	1
1474	35.0	3
1475	28.875	2
1476	36.25	5
1477	28.0	3
1478	58.25	3
1480	49.625	3
1481	17.5	1
1482	23.0	3
1484	33.125	3
1485	43.5	4
1486	29.5	2
1487	29.875	3
1488	283.5	6
1489	18.5	2
1490	48.75	1
1491	163.0	2
1492	24.375	3
1493	225.125	5
1495	64.5	1
1496	94.875	3
1497	36.0	2
1498	24.25	1
1499	109.125	1
1500	26.75	3
1501	110.0	5
1502	33.25	1
1503	96.375	4
1504	61.5	4
1505	97.875	3
1506	104.125	6
1507	28.375	2
1508	46.25	3
1509	78.25	4
1510	29.25	3
1511	130.0	3
1512	47.25	1
1513	127.5	4
1514	35.75	1
1515	52.5	3
1516	21.375	1
1517	27.0	1
1518	36.75	2
1521	86.25	3
1522	165.0	2
1523	114.75	6
1525	39.125	3
1526	26.5	3
1527	50.5	4
1528	72.25	3
1530	34.0	3
1531	26.75	2
1532	31.875	3
1533	22.0	3
1534	15.375	1
1535	107.125	4
1536	29.5	2
1537	19.5	1
1538	23.0	2
1539	177.0	1
1540	28.5	3
1541	17.75	1
1542	45.75	3
1543	41.0	3
1544	87.875	5
1545	26.25	3
1546	35.125	2
1547	34.875	3
1548	65.625	4
1549	34.5	3
1550	76.375	3
1551	18.25	1
1552	47.5	3
1553	19.5	3
1554	57.0	4
1555	30.75	2
1556	59.5	1
1557	17.0	1
1558	67.625	6
1559	29.75	2
1560	39.875	3
1561	57.125	3
1562	41.75	3
1563	82.25	5
1564	32.375	2
1565	75.75	1
1566	59.375	3
1567	74.125	1
1568	139.375	5
1569	46.0	1
1570	23.75	3
1571	40.5	3
1572	35.25	3
1573	69.75	6
1574	47.75	3
1575	39.75	3
1576	69.75	3
1577	44.125	3
1578	96.125	4
1579	47.625	3
1580	27.25	3
1581	39.375	3
1582	40.5	1
1583	27.0	1
1584	19.0	1
1585	18.0	1
1586	67.25	4
1587	89.875	2
1588	66.75	5
1589	21.75	1
1590	160.0	3
1591	25.375	1
1592	87.75	3
1593	44.75	1
1594	43.125	3
1595	24.875	3
1596	26.0	2
1598	131.125	6
1599	23.25	3
1600	79.5	5
1601	55.25	4
1602	38.875	4
1603	32.75	3
1604	30.5	3
1605	91.875	3
1606	55.25	4
1607	33.25	3
1608	66.875	4
1609	93.375	5
1610	68.125	5
1611	31.75	3
1612	30.75	2
1613	38.5	3
1614	29.0	3
1615	75.375	4
1616	21.5	1
1617	66.75	5
1618	19.0	1
1619	85.75	3
1621	25.75	3
1622	26.5	1
1623	45.75	3
1624	43.25	4
1625	28.25	3
1626	61.25	4
1627	18.5	2
1628	39.5	3
1629	70.75	3
1630	31.75	3
1631	21.0	1
1632	41.625	4
1633	31.25	3
1634	36.0	3
1635	25.125	3
1636	51.125	3
1637	30.0	3
1638	136.875	4
1639	53.875	1
1640	37.0	5
1641	28.5	1
1642	34.5	4
1643	40.75	3
1644	38.25	1
1645	83.75	3
1646	110.375	3
1647	19.5	1
1648	68.25	3
1649	40.0	3
1650	37.0	3
1651	158.125	3
1652	75.25	5
1653	17.75	1
1654	24.25	3
1655	18.25	1
1656	202.375	3
1657	50.5	3
1658	29.25	3
1659	40.875	3
1660	54.0	3
1661	42.0	2
1662	39.75	3
1663	33.0	3
1664	29.25	3
1665	147.125	2
1666	44.625	3
1667	63.625	3
1668	42.75	4
1669	29.625	3
1670	18.0	1
1671	25.5	1
1673	86.5	4
1674	35.875	4
1675	20.25	1
1676	23.5	3
1677	22.375	3
1678	29.75	2
1679	85.75	3
1680	60.75	5
1681	53.375	3
1682	31.5	1
1683	82.625	4
1684	77.375	3
1685	78.125	4
1686	22.75	1
1687	31.625	2
1688	51.875	3
1689	103.5	4
1690	61.125	5
1691	336.25	3
1692	25.625	2
1693	37.0	3
1694	37.125	3
1695	41.125	2
1696	90.375	3
1697	15.75	1
1698	50.5	1
1699	67.375	2
1700	43.75	1
1701	39.125	3
1702	127.75	4
1703	169.625	4
1704	105.125	3
1705	140.875	1
1706	64.125	3
1707	49.5	4
1708	111.75	1
1709	23.75	3
1710	31.0	3
1711	51.75	3
1712	48.375	3
1713	33.0	2
1714	63.625	4
1715	33.75	3
1716	47.625	3
1717	29.25	3
1718	164.875	1
1719	37.5	4
1720	67.5	4
1721	181.875	1
1722	51.75	1
1723	18.25	1
1724	18.5	1
1725	23.25	1
1726	32.875	3
1728	27.0	3
1729	27.25	1
1730	76.125	4
1731	41.5	3
1732	47.5	1
1733	46.25	4
1734	60.0	5
1735	29.25	2
1736	73.5	5
1737	62.625	4
1738	31.0	2
1739	44.375	3
1740	29.625	3
1741	61.75	3
