ID	OPC	CUSPS
1495	69.375	3
1496	19.5	3
1497	23.0	1
1498	37.875	1
1499	18.75	3
1500	18.625	1
1501	24.25	2
1502	21.25	3
1503	20.75	2
1504	23.0	3
1505	29.5	3
1506	24.0	2
1507	35.25	1
1508	16.75	3
1509	17.5	1
1510	16.875	3
1511	27.125	1
1512	90.5	2
1513	37.875	2
1514	29.75	3
1515	22.875	1
1516	21.625	1
1517	34.375	3
1518	28.875	2
1519	28.125	2
1520	37.625	3
1521	21.25	3
1522	70.0	1
1523	36.25	1
1524	18.75	2
1525	27.25	3
1526	15.75	1
1527	27.5	1
1528	19.125	1
1529	42.625	4
1530	40.625	3
1531	76.0	3
1532	38.0	1
1533	16.75	1
1534	51.375	1
1535	23.0	3
1536	22.25	2
1537	24.0	1
1538	19.0	1
1539	42.25	1
1540	16.625	1
1541	20.0	1
1542	23.75	2
1543	25.625	3
1544	24.25	1
1545	18.0	1
1546	17.25	3
1547	37.125	4
1548	18.0	1
1549	20.0	1
1550	21.625	3
1551	44.5	3
1552	38.125	1
1553	16.375	1
1554	42.125	2
1555	19.0	3
1556	21.75	3
1557	20.0	1
1558	27.75	1
1559	28.0	4
1560	20.5	1
1561	71.75	2
1562	24.25	1
1563	27.875	2
1564	37.25	3
1565	39.5	1
1566	38.25	3
1567	19.75	3
1568	18.0	1
1569	56.875	2
1570	35.0	1
1571	31.75	1
1572	42.375	1
1573	53.0	2
1574	80.375	2
1575	26.25	1
1576	47.375	1
1577	29.75	3
1578	42.375	1
1579	42.375	1
1580	36.125	1
1581	31.0	1
1582	45.375	1
1583	20.25	1
1584	57.25	1
1585	19.5	1
1586	15.5	1
1587	38.875	3
1588	23.0	1
1589	51.25	3
1590	28.5	1
1591	20.875	1
1592	16.75	1
1593	32.875	1
1594	16.75	1
1595	26.0	1
1596	32.375	4
1597	15.75	1
1598	27.125	2
1599	40.0	4
1600	19.5	2
1601	29.0	2
1602	17.75	2
1603	53.0	2
1604	16.0	1
1605	41.125	2
1606	29.0	2
1607	35.75	1
1608	25.875	1
1609	26.375	2
1610	19.25	1
1611	21.25	3
1612	31.875	1
1613	19.5	1
1614	16.5	3
1615	16.625	1
1616	28.5	2
1617	25.25	3
1618	28.375	3
1619	35.0	1
1620	17.25	1
1621	33.25	2
1622	50.875	2
1623	29.875	1
1624	24.5	3
1625	21.0	2
1626	42.75	3
1627	20.25	3
1628	19.0	1
1629	22.75	3
1630	38.0	3
1631	19.875	3
1632	41.5	2
1633	15.5	1
1634	21.75	2
1635	25.25	2
1636	56.25	1
1637	30.5	2
1638	57.0	3
1639	34.375	1
1640	17.0	1
1641	20.25	2
1642	31.125	1
1643	28.75	3
1644	28.5	1
1645	26.25	1
1646	53.75	3
1647	13.25	1
1648	47.875	2
1649	60.125	3
1650	32.75	2
1651	38.75	1
1652	18.25	1
1653	19.5	3
1654	31.625	1
1655	25.0	1
1656	22.875	2
1657	20.5	1
1658	23.5	3
1659	34.875	1
1660	22.5	3
1661	27.25	1
1662	22.0	3
1663	20.25	3
1664	18.25	1
